Roles,Researchers,Institutions,Individuals Per Team,Unique Individuals Per Entry,Unique Institutions Per Entry,Is Multi-Institutional
"['Owner', 'Graduate Trainee']",['Heyang Ji'],['Indiana University'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Lorna Jenkins'],['University of South Florida'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Francisco Munoz'],['University of Puerto Rico Comprehensive Cancer Centre'],1,1,1,False
"['Varsha Varkhedi', 'Jo-Hsuan Wu', 'Sophia Sidhu', 'Sally Baxter', 'Bharanidharan Radha Saseendrakumar', 'Kaela Acuff', 'Alison Chan']","['Undergraduate Student', 'Research Fellow', 'Graduate Trainee', 'Research Fellow', 'Project Personnel', 'Graduate Trainee', 'Graduate Trainee']","['University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego', 'University of California, San Diego']",7,4,1,False
"['Owner', 'Research Fellow']",['Bowen Yan'],['University of Florida'],1,1,1,False
"['Owner', 'Research Fellow']",['Prashant Rao'],['Beth Israel Deaconess Medical Center'],1,1,1,False
"['Owner', 'Graduate Trainee']",['charbel Bou-Khalil'],['Stanford University'],1,1,1,False
"['Owner', 'Research Fellow']","['Samantha Carreon', 'Jessica Meers']","['Baylor College of Medicine', 'University of Miami']",2,2,2,True
"['Owner', 'Mid-career Tenured Researcher', 'Graduate Trainee', 'Early Career Tenure-track Researcher']","['Gang Han', 'Ashley Kurian', 'Ya-Ching Huang']","['Texas A&M University', 'Texas A&M University', 'Texas A&M University']",3,3,1,False
"['Owner', 'Project Personnel', 'Project Personnel', 'Early Career Tenure-track Researcher']","['Shayaa Muhammad', 'Scott Jones', 'Stephanie Izard', 'Amil Tan']","['City University of New York (CUNY)', 'Northwell Health', 'Northwell Health', 'City University of New York (CUNY)']",4,4,2,True
"['Owner', 'Graduate Trainee']",['Selam Harar'],['George Mason University'],1,1,1,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student', 'Undergraduate Student']","['Liv VanderBeischel', 'Leodivina Dodoo', 'Ashley McNatt']","['Arizona State University', 'Arizona State University', 'Arizona State University']",3,3,1,False
['Owner'],['Fred LaPolla'],"['New York University, Grossman School of Medicine']",1,1,1,False
"['Owner', 'Mid-career Tenured Researcher', 'Project Personnel']","['Nilanjan Chatterjee', 'Wen Shi']","['Johns Hopkins University', 'Johns Hopkins University']",2,2,1,False
"['Owner', 'Project Personnel', 'Early Career Tenure-track Researcher']","['Trey-Rashad Hawkins', 'Meiko Thompson']","['All of Us Researcher Academy/RTI International', 'Southern University at New Orleans']",2,2,2,True
"['Owner', 'Graduate Trainee']","['Yining Huang', 'Harvard Medical School']",['Harvard Medical School'],2,2,1,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee']","['Michelle Ko', 'Ramin Talebi']","['University of California, Los Angeles', 'University of California, Los Angeles']",2,2,1,False
"['Owner', 'Early Career Tenure-track Researcher', 'Undergraduate Student']","['Caitlin Dreisbach', 'Carol Li']","['University of Rochester', 'University of Rochester']",2,2,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Christian Betteridge', 'Mary Davis', 'Breckin Forstrom']","['Brigham Young University', 'Brigham Young University', 'Brigham Young University']",3,3,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Alisa Manning'],['Mass General Brigham'],1,1,1,False
"['Owner', 'Graduate Trainee']","['Veronica Brady', 'Samuel Akyirem']","['University of Texas Health Science Center, Houston', 'Yale University']",2,2,2,True
"['Owner', 'Graduate Trainee']",['Yasser Alharbi'],['Nova Southeastern University'],1,1,1,False
"['Owner', 'Research Fellow']",['Alicia Huerta'],['Broad Institute'],1,1,1,False
"['Owner', 'Mid-career Tenured Researcher', 'Project Personnel', 'Other']","['Junguk Hur', 'Parker Combs', 'Christianah Jemiyo']","['University of North Dakota', 'University of North Dakota', 'University of North Dakota']",3,3,1,False
"['Owner', 'Graduate Trainee']",['Citina Liang'],['University of Southern California'],1,1,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Azad Bhuiyan'],['Jackson State University'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Grace Borchert'],['Washington State University'],1,1,1,False
['Owner'],['Hongyan Xu'],['Augusta University'],1,1,1,False
['Owner'],['Tam Tran'],['National Human Genome Research Institute (NIH - NHGRI)'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Jason Gillman'],"['University of Texas Health Science Center, Houston']",1,1,1,False
"['Owner', 'Project Personnel', 'Research Associate']","['Kristin Glaze', 'Javan Carter']","['All of Us Researcher Academy/RTI International', 'All of Us Researcher Academy/RTI International']",2,2,1,False
[],[],[],0,0,0,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Viera Garcia', 'Ayesha Smith']","['Arizona State University', 'Arizona State University']",2,2,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Yang Yu', 'Caitlin Dreisbach']","['University of Rochester', 'University of Rochester']",2,2,1,False
['Owner'],['James White'],['University of Florida'],1,1,1,False
"['Owner', 'Project Personnel']","['Vincent Chen', 'Nicholas Tedesco']","['University of Michigan', 'University of Michigan']",2,2,1,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee']","['Samuel Salib', 'Joshua Kim']","['University of California, Irvine', 'Duke University']",2,2,2,True
['Owner'],['Wendy White'],['Tougaloo College'],1,1,1,False
['Owner'],['Frances Dancer'],['Jackson State University'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Faith Brown'],['Jackson State University'],1,1,1,False
"['Owner', 'Research Associate']",['Jose Flores'],['Memorial Sloan Kettering Cancer Center'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Ehsan Alipour'],['University of Washington'],1,1,1,False
"['Owner', 'Collaborator', 'Collaborator', 'Collaborator']","['Sonali Gupta', 'Vincent Lam', 'Varsha Srinivasan', 'Jasmyn Pellebon']","['National Institutes of Health (NIH)', 'National Institutes of Health (NIH)', 'Georgia Institute of Technology', 'Georgia Institute of Technology']",4,4,2,True
"['Owner', 'Project Personnel', 'Mid-career Tenured Researcher']","['TIMOTHY COFFIN', 'Farrokh Alemi']","['George Mason University', 'George Mason University']",2,2,1,False
"['Andrew Brown', 'Reshma Gurung', 'Niya Holifield', 'Muhammad G. Khodary Omar', 'Deepa Bedi', 'Chitra Nayak', 'Chastity Bradford']","['Owner', 'Graduate Trainee', 'Undergraduate Student', 'Mid-career Tenured Researcher']",['Tuskegee University'],4,4,1,False
"['Owner', 'Project Personnel']",['Shayaa Muhammad'],['City University of New York (CUNY)'],1,1,1,False
"['Owner', 'Research Fellow']",['Chenjie Zeng'],['National Human Genome Research Institute (NIH - NHGRI)'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Research Fellow', 'Late Career Tenured Researcher']","['Tyler Ryan', 'Eric Nielsen', 'Ben Gerber']","['University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School']",3,3,1,False
"['Owner', 'Research Fellow']",['QIAOCHU XUE'],['Emory University'],1,1,1,False
"['Owner', 'Collaborator']","['Emily Drzymalla', 'Reagan Ballard']","['University of North Carolina, Chapel Hill', 'University of North Carolina, Chapel Hill']",2,2,1,False
"['Owner', 'Collaborator']","['Lisette Martinez', 'Katrina Yamazaki']","['California State University Los Angeles', 'The Community Health Center']",2,2,2,True
"['Owner', 'Graduate Trainee', 'Early Career Tenure-track Researcher']","['Samuel Akyirem', 'Veronica Brady']","['Yale University', 'University of Texas Health Science Center, Houston']",2,2,2,True
"['Owner', 'Graduate Trainee', 'Research Fellow']","['Nanda Nayak', 'Megan Lancaster']","['Vanderbilt University Medical Center', 'Vanderbilt University Medical Center']",2,2,1,False
"['Owner', 'Graduate Trainee']",['Nikita Piryani'],['Medical College of Wisconsin'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Taiwo Fakunle'],['Arizona State University'],1,1,1,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student', 'Other', 'Undergraduate Student']","['Zaire Hills', 'Hollie Brown', 'Charcacia Sanders', 'Amaya Ashley']",['Prairie View A&M University'],4,4,1,False
"['Owner', 'Research Fellow']",['Joshua Geiger'],['University of Rochester'],1,1,1,False
[],[],[],0,0,0,False
"['Owner', 'Graduate Trainee']",['Samuel Akyirem'],['Yale University'],1,1,1,False
"['Owner', 'Collaborator']","['Cecilia Lopez', 'Jakhari Ross']","['Arizona State University', 'Arizona State University']",2,2,1,False
"['Owner', 'Mid-career Tenured Researcher']",['German Rosas-Acosta'],['University of Texas at El Paso'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Jakhari Ross'],['Arizona State University'],1,1,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Gerardo Lazaro'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Valerie Sant'],['University of Texas at Austin'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Elijah Taylor'],"['University of Maryland, Baltimore']",1,1,1,False
"['Owner', 'Project Personnel', 'Collaborator']","['Danielle Johnson', 'Bradley Webb']","['All of Us Researcher Academy/RTI International', 'Virginia Commonwealth University']",2,2,2,True
"['Owner', 'Collaborator']","['Alexa Wnorowski', 'Matthew Blank']","['The Jackson Laboratory', 'Baylor College of Medicine']",2,2,2,True
['Owner'],['Tomas Nuño'],['University of Arizona'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Kayvan Mivehnejad'],['George Washington University'],1,1,1,False
"['Owner', 'Project Personnel']",['Alina Gataullina'],"['University of California, Davis']",1,1,1,False
"['Owner', 'Undergraduate Student']",['Segovia Lucas'],['University of Alabama at Birmingham'],1,1,1,False
"['Owner', 'Research Fellow']",['Obed Garcia'],['Stanford University'],1,1,1,False
"['Owner', 'Research Fellow', 'Project Personnel', 'Late Career Tenured Researcher']","['Ernesto Licon', 'Steven Hiek', 'Argyrios Ziogas']","['University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine']",3,3,1,False
"['Owner', 'Graduate Trainee']",['Shahjalal Chowdhury'],['Tuskegee University'],1,1,1,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Pratyusha Panchangam', 'gabriela patino']","['Arizona State University', 'Arizona State University']",2,2,1,False
"['Owner', 'Project Personnel', 'Research Fellow']","['Steven Hiek', 'Ernesto Licon', 'Argyrios Ziogas']","['University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine']",3,3,1,False
"['Owner', 'Research Assistant']",['Toaiva Penelope Hall'],['American Samoa Community Cancer Coalition'],1,1,1,False
"['Owner', 'Graduate Trainee']","['Valerie Ray', 'North Carolina A&T State University']",['North Carolina A&T State University'],2,2,1,False
"['Owner', 'Undergraduate Student']",['Tyler Cerneka'],['Arizona State University'],1,1,1,False
['Owner'],['Donglan Zhang'],['University of Georgia'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher', 'Graduate Trainee']","['Josephine Li', 'Alexandra Barry']","['Mass General Brigham', 'Mass General Brigham']",2,2,1,False
"['Owner', 'Graduate Trainee']",['Xiaomi Du'],"['University of California, San Diego']",1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Andrew Baumgartner'],['Institute for Systems Biology'],1,1,1,False
"['Peter Buto', 'Christopher Lord', 'Alvaro Alonso', 'Vignesh Subbian', 'Francis Ratsimbazafy', 'Aymone Kouame', 'Aniqa Alam', 'Konstantinos Sidiropoulos']","['Owner', 'Graduate Trainee', 'Project Personnel', 'Late Career Tenured Researcher', 'Early Career Tenure-track Researcher', 'Other', 'Other', 'Other']","['Emory University', 'All of Us Program Operational Use', 'Emory University', 'University of Arizona', 'All of Us Program Operational Use', 'All of Us Program Operational Use', 'Nova Southeastern University']",8,6,4,True
"['Owner', 'Graduate Trainee']",['Neha Arora'],['Tulane University'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Jeremie Abides'],['Arizona State University'],1,1,1,False
"['Owner', 'Graduate Trainee']","['Pankaj Vyas', 'shenghao xia']","['University of Arizona', 'University of Arizona']",2,2,1,False
"['Owner', 'Undergraduate Student', 'Graduate Trainee']","['DANIEL KUDDABUJJA', 'NHAT ANH TRAN']","['Texas Southern University, College of Pharmacy and Health Sciences']",2,2,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Benjamin King'],['University of Maine'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Joshua Le'],['University of Vermont'],1,1,1,False
"['Owner', 'Senior Researcher']","['Anurag Garikipati', 'Robert Adelson']","['Forta Health', 'Forta Health']",2,2,1,False
"['Owner', 'Research Fellow']",['Hoda Salsabili'],['Purdue University'],1,1,1,False
['Owner'],['Danielle Rasooly'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
['Owner'],['Megan Coffee'],"['New York University, Grossman School of Medicine']",1,1,1,False
"['Owner', 'Research Fellow']",['Olubu Adiji'],['Baylor College of Medicine'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Timesha Steele'],['Prairie View A&M University'],1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher', 'Early Career Tenure-track Researcher']","['Vibhuti Gupta', 'Hongmei Wang']","['Meharry Medical College', 'Texas Southern University, College of Pharmacy and Health Sciences']",2,2,2,True
"['Owner', 'Undergraduate Student', 'Undergraduate Student', 'Other']","['Tia Bullard', 'Amira Stephens', 'Charcacia Sanders']","['Prairie View A&M University', 'Prairie View A&M University', 'Prairie View A&M University']",3,3,1,False
"['Owner', 'Undergraduate Student', 'Early Career Tenure-track Researcher']","['Daniel Mattyasovsky', 'Eric Butler']","['Shaw University', 'Shaw University']",2,2,1,False
"['Owner', 'Graduate Trainee', 'Other', 'Undergraduate Student']","['Manxi Yang', 'Danielle Forman', 'Jacqueline Kim', 'Hester Nguyen']","['University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine']",4,4,1,False
"['Owner', 'Project Personnel']",['Elizabeth Procter-Gray'],"['University of Massachusetts, Lowell']",1,1,1,False
"['Kendelle Lewis', 'Autum Herron', 'Charcacia Sanders']","['Owner', 'Undergraduate Student', 'Undergraduate Student', 'Other']","['Prairie View A&M University', 'Prairie View A&M University', 'Prairie View A&M University']",4,3,1,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Taylor Smith', 'Jahari Ennols']","['Prairie View A&M University', 'Prairie View A&M University', 'Prairie View A&M University']",2,2,1,False
"['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Peter Mordi', 'Ebunoluwa Adelola', 'Akeem Laurence']","['Towson University', 'Towson University', 'Towson University']",3,3,1,False
"['Owner', 'Research Associate', 'Senior Researcher']","['Louis Lello', 'Erik Widen']","['Genomic Prediction', 'Genomic Prediction', 'Michigan State University']",2,2,2,True
"['Owner', 'Senior Researcher']",['Grier Page'],['All of Us Researcher Academy/RTI International'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Nolan Kamitaki'],['Broad Institute'],1,1,1,False
"['Hsing-Chun Wang', 'Yike Li', 'Jose Pagan', 'Donglan Zhang']","['Owner', 'Graduate Trainee', 'Early Career Tenure-track Researcher', 'Late Career Tenured Researcher', 'Mid-career Tenured Researcher']","['New York University', 'Vanderbilt University Medical Center', 'New York University', 'University of Georgia']",5,5,3,True
"['Holly Dixon', 'Rajvir Badwal', 'Kathryn McDougal']","['Owner', 'Undergraduate Student', 'Other']","['Towson University', 'Towson University', 'Towson University']",3,3,1,False
['Owner'],['Gary Desir'],['Yale University'],1,1,1,False
"['Owner', 'Undergraduate Student', 'Other', 'Early Career Tenure-track Researcher']","['Victor Alcala', 'KIMBERLY RAIFORD', 'Eric Butler']","['Shaw University', 'Shaw University', 'Shaw University']",3,3,1,False
"['Owner', 'Early Career Tenure-track Researcher']",['Ronke Akinkugbe'],['Icahn School of Medicine at Mount Sinai'],1,1,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Alex Gilchrist', 'Sydney Pickett']","['Arizona State University', 'Arizona State University']",2,2,1,False
"['Owner', 'Graduate Trainee']",['Kateryna Stone'],['University of Cincinnati'],1,1,1,False
[],[],[],0,0,0,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee']","['Sean Grimm', 'Arshia Firdaus']","['George Mason University', 'George Mason University']",2,2,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Keith Chan'],['City University of New York (CUNY)'],1,1,1,False
"['Owner', 'Research Fellow']",['Zachary Strasser'],['Mass General Brigham'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee']","['Yashu Vashishath', 'Sarah Beaver']","['University of North Texas', 'University of North Texas']",2,2,1,False
"['Owner', 'Graduate Trainee', 'Research Fellow']","['Aaron Eisman', 'Jacob Barber']","['Brown University', 'Beth Israel Deaconess Medical Center']",2,2,2,True
"['Owner', 'Graduate Trainee']",['Paramita Basak Upama'],['Marquette University'],1,1,1,False
"['Owner', 'Collaborator']","['Alisa Manning', 'Casey Marchek']","['Mass General Brigham', 'Mass General Brigham']",2,2,1,False
"['Owner', 'Graduate Trainee']","['Toni Pollin', 'Jessica Tiner']","['University of Maryland, Baltimore', 'University of Maryland, Baltimore']",2,2,1,False
['Owner'],['Phil Lee'],['Mass General Brigham'],1,1,1,False
"['Owner', 'Research Fellow', 'Research Assistant', 'Graduate Trainee', 'Graduate Trainee', 'Senior Researcher']","['Vincent Lam', 'Sonali Gupta', 'Shivam Sharma', 'Robin Kee', 'Leonardo Marino-Ramirez']","['National Institutes of Health (NIH)', 'National Institutes of Health (NIH)', 'Georgia Institute of Technology', 'National Institutes of Health (NIH)', 'National Institutes of Health (NIH)']",5,5,2,True
"['Owner', 'Research Fellow']",['Yaolin Pei'],['New York University'],1,1,1,False
"['Owner', 'Collaborator']","['Nyasha Chambwe', 'Veronica Brady']","['Feinstein Institute for Medical Research', 'University of Texas Health Science Center, Houston']",2,2,2,True
"['Owner', 'Early Career Tenure-track Researcher']",['Prateek Shukla'],['University of Massachusetts Medical School'],1,1,1,False
['Owner'],['Haowei Wang'],['Syracuse University'],1,1,1,False
"['Owner', 'Undergraduate Student', 'Early Career Tenure-track Researcher', 'Early Career Tenure-track Researcher', 'Graduate Trainee', 'Late Career Tenured Researcher']","['Benjamin Weitz', 'Daniel Amante', 'JungAe Lee', 'Emmanuella Demosthenes', 'Dedeepya Billa', 'Ben Gerber']","['University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts, Lowell', 'University of Massachusetts Medical School']",6,6,2,True
"['Owner', 'Undergraduate Student', 'Undergraduate Student']","['Lordes Ulloa', 'Kaydence Walker']","['Arizona State University', 'Arizona State University']",2,2,1,False
['Owner'],['Elior Rahmani'],"['University of California, Los Angeles']",1,1,1,False
"['Owner', 'Early Career Tenure-track Researcher', 'Graduate Trainee', 'Mid-career Tenured Researcher', 'Research Fellow']","['Normarie Torres Blasco', 'Mario Bermonti-Pérez', 'Lianel Rosario', 'Julie Dutil', 'Caleb Esteban', 'Eliut Rivera-Segarra', 'Cristina Pena', 'Alixida Ramos-Pibernus']",['Ponce Medical School Foundation'],8,8,1,False
[],[],[],0,0,0,False
"['Owner', 'Early Career Tenure-track Researcher']",['Alana Biggers'],['University of Illinois at Chicago'],1,1,1,False
['Owner'],['Alain Koyama'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Kate Steigauf'],['Arizona State University'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Mattieu Pollack'],"['University of Maryland, College Park']",1,1,1,False
"['Owner', 'Project Personnel', 'Graduate Trainee', 'Other', 'Late Career Tenured Researcher']","['Weibin Zhang', 'Daniel Bao', 'Alex Bokov', 'Suresh Bhavnani']","['University of Texas Medical Branch (UTMB) at Galveston', 'University of Texas Health Science Center, San Antonio']",4,4,2,True
['Owner'],['Ariadne Letra'],['University of Pittsburgh'],1,1,1,False
['Mireya Diaz'],['Owner'],"['Western Michigan University, Homer Stryker M.D. School of Medicine']",1,1,1,False
['Owner'],['Vinicius Borges'],['Marshall University'],1,1,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Robin Rodriguez', 'Kate Steigauf', 'Angelique Lacava']","['Arizona State University', 'Arizona State University', 'Arizona State University']",3,3,1,False
"['Owner', 'Graduate Trainee', 'Collaborator']","['Mitra Mosslemi', 'Chip Shaw']","['University of Pittsburgh', 'Texas Tech University Health Sciences Center']",2,2,2,True
['Owner'],['Raha Dastgheyb'],['Johns Hopkins University'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Joshua Krause'],"['University of Wisconsin, La Crosse']",1,1,1,False
"['Yossi Farjoun', 'marcus klarqvist']","['Owner', 'Project Personnel']","['Broad Institute', 'Broad Institute']",2,2,1,False
[],[],[],0,0,0,False
['Owner'],['Hongyan Xu'],['Augusta University'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Mid-career Tenured Researcher']","['Yike Li', 'Hsing-Chun Wang', 'Donglan Zhang']","['Vanderbilt University Medical Center', 'New York University', 'University of Georgia']",3,3,3,True
"['Owner', 'Research Fellow']",['Sini Nagpal'],['Georgia Institute of Technology'],1,1,1,False
"['Emmanuella Demosthenes', 'Dedeepya Billa', 'Ben Gerber', 'Benjamin Weitz', 'Daniel Amante']","['Owner', 'Graduate Trainee', 'Late Career Tenured Researcher', 'Undergraduate Student', 'Early Career Tenure-track Researcher']","['University of Massachusetts Medical School', 'University of Massachusetts, Lowell', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School', 'University of Massachusetts Medical School']",5,5,2,True
"['Owner', 'Project Personnel']",['James Laughery'],['ChristianaCare'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Mid-career Tenured Researcher', 'Mid-career Tenured Researcher']","['Andre Nguyen', 'Hongyan Xu', 'Christopher Williams']","['Xavier University of Louisiana', 'Augusta University', 'Xavier University of Louisiana']",3,3,2,True
"['Owner', 'Project Personnel']",['Rohit Vashisht'],"['University of California, San Francisco']",1,1,1,False
['Owner'],['Roland Sturm'],['Pardee RAND Graduate School'],1,1,1,False
"['Owner', 'Collaborator', 'Collaborator']","['Ridgely Fisk Green', 'Ramal Moonesinghe']","['Centers for Disease Control and Prevention (CDC)', 'Centers for Disease Control and Prevention (CDC)']",2,2,1,False
"['Owner', 'Research Fellow']",['Joana Andoh'],['Johns Hopkins University'],1,1,1,False
['Ramal Moonesinghe'],['Late Career Tenured Researcher'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
"['Owner', 'Research Fellow', 'Graduate Trainee']","['Michael Yi', 'Sylvia Pena']","['Northwestern University', 'Marquette University']",2,2,2,True
"['Owner', 'Graduate Trainee']",['Frances Golden'],"['University of California, Irvine']",1,1,1,False
"['Owner', 'Graduate Trainee', 'Project Personnel']","['Jacob Abshire', 'Hui Wang']","['University of Alabama at Birmingham', 'University of Alabama']",2,2,2,True
"['Owner', 'Graduate Trainee', 'Other', 'Graduate Trainee', 'Graduate Trainee', 'Graduate Trainee', 'Graduate Trainee']","['Yufan Gong', 'Nathan Wong', 'Trinh Do', 'Meleeka Akbarpour', 'Frances Golden', 'Divya Devineni']","['University of California, Los Angeles', 'University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine']",6,6,2,True
"['Owner', 'Graduate Trainee']","['Md Raihan Mia', 'Marquette University']",['Marquette University'],2,2,1,False
"['Owner', 'Graduate Trainee']",['Bowen Wang'],['Rensselaer Polytechnic Institute'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Late Career Tenured Researcher']","['Tyler Ryan', 'Ben Gerber']","['University of Massachusetts Medical School', 'University of Massachusetts Medical School']",2,2,1,False
"['Owner', 'Undergraduate Student']",['Christian Betteridge'],['Brigham Young University'],1,1,1,False
"['Owner', 'Collaborator']","['Marcus Pezzolesi', 'Devorah Stucki']","['University of Utah', 'University of Utah']",2,2,1,False
['Owner'],['Aize Cao'],['Meharry Medical College'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Joan LLabre'],['Rensselaer Polytechnic Institute'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Stevan Lazic'],"['University of Wisconsin, La Crosse']",1,1,1,False
['Owner'],['Judith Aponte'],['City University of New York (CUNY)'],1,1,1,False
"['Owner', 'Project Personnel']","['Jon Sundin', 'Carina Grunberg']","['AI LA Community, Inc', 'AI LA Community, Inc']",2,2,1,False
"['Owner', 'Research Fellow']",['Vincent Lam'],['National Institutes of Health (NIH)'],1,1,1,False
"['Owner', 'Research Fellow']",['Md Tuhin Sheikh'],['Yale University'],1,1,1,False
"['Owner', 'Project Personnel']",['Carina Grunberg'],"['AI LA Community, Inc']",1,1,1,False
"['Owner', 'Graduate Trainee']",['Hunter Deaton'],['Lincoln Memorial University-DeBusk College of Osteopathic Medicine'],1,1,1,False
"['Owner', 'Late Career Tenured Researcher']",['Cheryl McCullumsmith'],['University of Toledo'],1,1,1,False
"['Owner', 'Undergraduate Student']",['Margaret Lenhart'],['University of Notre Dame'],1,1,1,False
"['Owner', 'Research Assistant']",['Stephen Tsou'],"['AI LA Community, Inc']",1,1,1,False
['Owner'],['Carl Yang'],['Emory University'],1,1,1,False
"['Owner', 'Senior Researcher']",['Farida Akhtari'],['National Institute of Environmental Health Sciences (NIH - NIEHS)'],1,1,1,False
"['Owner', 'Mid-career Tenured Researcher']",['Bohdan Khomtchouk'],['Indiana University'],1,1,1,False
"['Owner', 'Graduate Trainee']","['Jacob Rich', 'Jacob Rich']",['Case Western Reserve University'],2,1,1,False
['Owner'],['Kalpana Raja'],"['University of Texas Health Science Center, Houston']",1,1,1,False
"['Owner', 'Research Fellow', 'Project Personnel']","['Jasmine Baker', 'Julie Coleman']",['Baylor College of Medicine'],2,2,1,False
"['Owner', 'Undergraduate Student']",['Alex Gilchrist'],['Arizona State University'],1,1,1,False
"['Owner', 'Project Personnel', 'Project Personnel', 'Research Fellow']","['Ravi Mandla', 'Philip Schroeder', 'Alicia Huerta']","['Broad Institute', 'Broad Institute', 'Broad Institute', 'Mass General Brigham']",3,3,2,True
"['Owner', 'Graduate Trainee']",['Anthony Akande'],"['University of Texas Health Science Center, Houston']",1,1,1,False
"['Owner', 'Research Fellow']",['Nicholas Johnson'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
"['Owner', 'Project Personnel']",['Sarah Colbert'],['Icahn School of Medicine at Mount Sinai'],1,1,1,False
['Owner'],['Eric Triplett'],['University of Florida'],1,1,1,False
"['Owner', 'Project Personnel', 'Early Career Tenure-track Researcher']","['Phoebe Finneran', 'Michael Honigberg']","['Broad Institute', 'Broad Institute']",2,2,1,False
"['Owner', 'Graduate Trainee']",['Yujie Wei'],['Johns Hopkins University'],1,1,1,False
"['Owner', 'Research Fellow']",['Nicholas Johnson'],['Centers for Disease Control and Prevention (CDC)'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Lauren Murphy'],['University of Arizona'],1,1,1,False
"['Owner', 'Graduate Trainee']",['Nicholas Bartelo'],['Cornell University'],1,1,1,False
['Owner'],['Phil Lee'],['Mass General Brigham'],1,1,1,False
['Owner'],['Jammie Hopkins'],['Morehouse School of Medicine'],1,1,1,False
"['Owner', 'Graduate Trainee', 'Graduate Trainee', 'Graduate Trainee']","['xiaodi hu', 'Alexander Warner', 'Kenneth Fan']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']",3,3,1,False
"['Owner', 'Graduate Trainee', 'Mid-career Tenured Researcher']","['Wenbo Fei', 'Yuanjia Wang']","['Columbia University', 'Columbia University']",2,2,1,False
"['Owner', 'Administrator']",['James Gao'],['National Institutes of Health (NIH)'],1,1,1,False
['Seema Aggarwal'],['Early Career Tenure-track Researcher'],"['University of Texas Health Science Center, Houston']",1,1,1,False
